primaryOfficeId,givenNames,familyName,role,mobile,username,email,password
CRVS_OFFICE_JGCzBYVvXSd,Yubjk,Florebuf,LOCAL_REGISTRAR,0971625049,y.florebuf,y.florebuf@gmail.com,test
CRVS_OFFICE_DnclDsamdh8,Pedwbcf,Fworesqw,LOCAL_SYSTEM_ADMIN,0767390079,p.fworesqw,p.fworesqw@gmail.com,test
CRVS_OFFICE_cGKZaQOyvLM,Ailuelga,Squinoff,HOSPITAL_CLERK,0984377098,a.squinoff,a.squinoff@gmail.com,test
CRVS_OFFICE_mZxcj8CTpHS,Pedroki,Aarcianw,LOCAL_REGISTRAR,0793628871,p.aarcianw,p.aarcianw@gmail.com,test
HEALTH_FACILITY_Df3aY8UHulR,Migreyma,Pnntmsow,HOSPITAL_CLERK,0916310683,m.pnntmsow,m.pnntmsow@gmail.com,test
HEALTH_FACILITY_R7hrsMjZbSa,Pedrlid,Xqucnnpd,EMBASSY_OFFICIAL,0987952076,p.xqucnnpd,p.xqucnnpd@gmail.com,test
CRVS_OFFICE_ec7LZeUmflt,Juazbb,Gayciooh,NATIONAL_SYSTEM_ADMIN,0764840649,j.gayciooh,j.gayciooh@gmail.com,test
CRVS_OFFICE_8eEA4pxq6GO,Avsati,Cwuzcf,NATIONAL_REGISTRAR,0937008427,a.cwuzcf,a.cwuzcf@gmail.com,test
HEALTH_FACILITY_58MRHKzYWHc,Redroyx,Torpesmn,COMMUNITY_LEADER,0910142106,r.torpesmn,r.torpesmn@gmail.com,test
HEALTH_FACILITY_wvJfVfuDtQm,Chrlqsgh,Aquinyen,REGISTRATION_AGENT,0776294143,c.aquinyen,c.aquinyen@gmail.com,test
CRVS_OFFICE_OljSNdHoonP,Maniazl,Flordsks,HOSPITAL_CLERK,0736470641,m.flordsks,m.flordsks@gmail.com,test
CRVS_OFFICE_He9c91qb9DP,Aaavs,Sfrtosim,NATIONAL_REGISTRAR,0975998955,a.sfrtosim,a.sfrtosim@gmail.com,test
HEALTH_FACILITY_0VWzgme8LCM,Matiano,Saniosxg,PROVINCIAL_REGISTRAR,0910885903,m.saniosxg,m.saniosxg@gmail.com,test
CRVS_OFFICE_6KUaW46TK1r,Pkdroqp,Aqurnoqd,NATIONAL_REGISTRAR,0913078222,p.aqurnoqd,p.aqurnoqd@gmail.com,test
HEALTH_FACILITY_gYyihXz6su2,Mwguelck,Tarciabk,PROVINCIAL_REGISTRAR,0911530006,m.tarciabk,m.tarciabk@gmail.com,test
CRVS_OFFICE_VUkzbloIdky,Rnyug,Ttrhesbq,LOCAL_SYSTEM_ADMIN,0727224823,r.ttrhesbq,r.ttrhesbq@gmail.com,test
CRVS_OFFICE_vGVjmiM13Km,Lujim,Uantosns,EMBASSY_OFFICIAL,0952650052,l.uantosns,l.uantosns@gmail.com,test
HEALTH_FACILITY_IlMqFgJcG7d,Lvheq,Rahksfc,LOCAL_SYSTEM_ADMIN,0933267924,l.rahksfc,l.rahksfc@gmail.com,test
CRVS_OFFICE_TxaAmd3b3QK,Poeevg,Beyeskn,HOSPITAL_CLERK,0715989889,p.beyeskn,p.beyeskn@gmail.com,test
HEALTH_FACILITY_xaP5ha3kI57,Clenaup,Santoera,NATIONAL_SYSTEM_ADMIN,0726711630,c.santoera,c.santoera@gmail.com,test
CRVS_OFFICE_gRgjNz9FDCQ,Elemayn,Metpspo,PERFORMANCE_MANAGER,0707188588,e.metpspo,e.metpspo@gmail.com,test
HEALTH_FACILITY_JvfwKlm2kwf,Juapek,Sanbostr,PERFORMANCE_MANAGER,0747033546,j.sanbostr,j.sanbostr@gmail.com,test
HEALTH_FACILITY_vkJziDxGAXk,Jyaspu,Aqucnobe,NATIONAL_SYSTEM_ADMIN,0971367039,j.aqucnobe,j.aqucnobe@gmail.com,test
HEALTH_FACILITY_LjfMbeDdSB6,Otacv,Oorsesja,NATIONAL_SYSTEM_ADMIN,0945708283,o.oorsesja,o.oorsesja@gmail.com,test
HEALTH_FACILITY_69R9cbAWYoU,Xarilog,Aquanllg,PROVINCIAL_REGISTRAR,0989469205,x.aquanllg,x.aquanllg@gmail.com,test
CRVS_OFFICE_xGzZGhSdqQ2,Mhgzllci,Qantomuz,EMBASSY_OFFICIAL,0797985416,m.qantomuz,m.qantomuz@gmail.com,test
CRVS_OFFICE_JsJYDovlGAE,Qnavj,Snntoatp,COMMUNITY_LEADER,0719105114,q.snntoatp,q.snntoatp@gmail.com,test
CRVS_OFFICE_O4j1XgYTF21,Gnabl,Garcizng,NATIONAL_SYSTEM_ADMIN,0913830994,g.garcizng,g.garcizng@gmail.com,test
CRVS_OFFICE_rZyTFu76akR,Rtsara,Reytsme,HOSPITAL_CLERK,0742812326,r.reytsme,r.reytsme@gmail.com,test
HEALTH_FACILITY_Wh0kxlHAD2e,Hlentkb,Aquinnjw,LOCAL_REGISTRAR,0792161743,h.aquinnjw,h.aquinnjw@gmail.com,test
CRVS_OFFICE_9RgIHihzibr,Juruan,Aquinxcp,PERFORMANCE_MANAGER,0956200955,j.aquinxcp,j.aquinxcp@gmail.com,test
CRVS_OFFICE_mxMdwcbfR6j,Nxasdg,Florfspz,REGISTRATION_AGENT,0737497390,n.florfspz,n.florfspz@gmail.com,test
HEALTH_FACILITY_V9uaSnBF4gw,Qlpnxzc,Rbsombr,NATIONAL_REGISTRAR,0714001469,q.rbsombr,q.rbsombr@gmail.com,test
CRVS_OFFICE_B4JvIffUWEd,Carwoatv,Castilmqln,LOCAL_REGISTRAR,0945878158,c.castilmqln,c.castilmqln@gmail.com,test
HEALTH_FACILITY_VLbTRHhx2dc,Elcnaae,Ajuqnonj,NATIONAL_REGISTRAR,0797662111,e.ajuqnonj,e.ajuqnonj@gmail.com,test
HEALTH_FACILITY_NGTCdEzKSd9,Nsyba,Mejlozxgp,NATIONAL_REGISTRAR,0962291932,n.mejlozxgp,n.mejlozxgp@gmail.com,test
CRVS_OFFICE_7IiUyRV3ys8,Aeauh,Garcwabu,PERFORMANCE_MANAGER,0787253496,a.garcwabu,a.garcwabu@gmail.com,test
CRVS_OFFICE_x6vbINm1z35,Rosyci,Apntoshb,LOCAL_REGISTRAR,0776879938,r.apntoshb,r.apntoshb@gmail.com,test
CRVS_OFFICE_UioUJds4W4r,Wleaaet,Fldresrt,LOCAL_REGISTRAR,0993367452,w.fldresrt,w.fldresrt@gmail.com,test
CRVS_OFFICE_za2sDF1d3oP,Vlanass,Rgmosre,COMMUNITY_LEADER,0740129681,v.rgmosre,v.rgmosre@gmail.com,test
HEALTH_FACILITY_FmXXs3n1yGi,Fjselo,Mastllooyh,NATIONAL_SYSTEM_ADMIN,0944590648,f.mastllooyh,f.mastllooyh@gmail.com,test
HEALTH_FACILITY_YFigqgBHFHb,Awakv,Torrxsid,EMBASSY_OFFICIAL,0708776504,a.torrxsid,a.torrxsid@gmail.com,test
CRVS_OFFICE_5UTbl4e9ixa,Acayx,Tisdillodi,REGISTRATION_AGENT,0912099469,a.tisdillodi,a.tisdillodi@gmail.com,test
HEALTH_FACILITY_uw6a0cu8UXt,Czrzosug,Flwremjp,LOCAL_SYSTEM_ADMIN,0793686781,c.flwremjp,c.flwremjp@gmail.com,test
HEALTH_FACILITY_8if6hbNTDeZ,Yddhoxu,Zyyesrf,NATIONAL_REGISTRAR,0949516716,y.zyyesrf,y.zyyesrf@gmail.com,test
CRVS_OFFICE_7vg559bfZMR,Carlsstp,Garcaanh,LOCAL_SYSTEM_ADMIN,0909254129,c.garcaanh,c.garcaanh@gmail.com,test
CRVS_OFFICE_wxA7tImCVYp,Johict,Ssatoazd,NATIONAL_SYSTEM_ADMIN,0705235090,j.ssatoazd,j.ssatoazd@gmail.com,test
HEALTH_FACILITY_dlqgw3eVFeg,Jugnpv,Vkyedef,PERFORMANCE_MANAGER,0714568679,j.vkyedef,j.vkyedef@gmail.com,test
CRVS_OFFICE_Txl1iRJYI6e,Jjxnjj,Clovesxw,REGISTRATION_AGENT,0717516834,j.clovesxw,j.clovesxw@gmail.com,test
HEALTH_FACILITY_ucWNFWmYYff,Qqhsz,Sanhosaz,NATIONAL_REGISTRAR,0949227919,q.sanhosaz,q.sanhosaz@gmail.com,test
CRVS_OFFICE_bLhtRoUmSJd,Josyci,Gloresek,LOCAL_REGISTRAR,0733036626,j.gloresek,j.gloresek@gmail.com,test
HEALTH_FACILITY_t5dGoGX0DDh,Marqrma,Cqjzzd,LOCAL_SYSTEM_ADMIN,0720029645,m.cqjzzd,m.cqjzzd@gmail.com,test
HEALTH_FACILITY_aJmXeDh0PMg,Uuzhv,Casmilloms,PROVINCIAL_REGISTRAR,0720845330,u.casmilloms,u.casmilloms@gmail.com,test
HEALTH_FACILITY_XSRfUtuHtLh,Juvjxc,Santxsug,LOCAL_REGISTRAR,0978910659,j.santxsug,j.santxsug@gmail.com,test
CRVS_OFFICE_v6DGL34tcfV,Luxnwr,Reyeafb,HOSPITAL_CLERK,0719497806,l.reyeafb,l.reyeafb@gmail.com,test
CRVS_OFFICE_rVqMyBN3EK1,Jsaocv,Wrrciaym,NATIONAL_REGISTRAR,0797049441,j.wrrciaym,j.wrrciaym@gmail.com,test
CRVS_OFFICE_RuMrJXG5gV7,Joskji,Floreucc,HOSPITAL_CLERK,0957155439,j.floreucc,j.floreucc@gmail.com,test
CRVS_OFFICE_LLhFS6TNKcR,Poqiaim,Sanzkscl,LOCAL_REGISTRAR,0727784217,p.sanzkscl,p.sanzkscl@gmail.com,test
HEALTH_FACILITY_qD2KPuuRlY3,Roshnm,Casthlqoos,PROVINCIAL_REGISTRAR,0928433445,r.casthlqoos,r.casthlqoos@gmail.com,test
CRVS_OFFICE_VRTVeaAhZpx,Lubvi,Saztoull,COMMUNITY_LEADER,0724166705,l.saztoull,l.saztoull@gmail.com,test
HEALTH_FACILITY_uWjGkBzSfnD,Jufnuf,Azuinobl,REGISTRATION_AGENT,0907319523,j.azuinobl,j.azuinobl@gmail.com,test
CRVS_OFFICE_deP9zB0WPhD,Czrlosje,Gapcjajn,LOCAL_REGISTRAR,0783667833,c.gapcjajn,c.gapcjajn@gmail.com,test
CRVS_OFFICE_qyUrAOiChvH,Mjriaru,Casnillopm,COMMUNITY_LEADER,0780172354,m.casnillopm,m.casnillopm@gmail.com,test
HEALTH_FACILITY_iGFa8Dw7eGt,Gxsalm,Castillywd,NATIONAL_REGISTRAR,0931791174,g.castillywd,g.castillywd@gmail.com,test
CRVS_OFFICE_u8ThWg5wKgy,Jhanzv,Memdozaaa,PERFORMANCE_MANAGER,0958683350,j.memdozaaa,j.memdozaaa@gmail.com,test
HEALTH_FACILITY_DhljgNUBpU0,Cablosdg,Gfrciawt,PROVINCIAL_REGISTRAR,0912868134,c.gfrciawt,c.gfrciawt@gmail.com,test
CRVS_OFFICE_Ck61RXOPG7V,Vvruafn,Castillode,NATIONAL_SYSTEM_ADMIN,0992538946,v.castillode,v.castillode@gmail.com,test
HEALTH_FACILITY_oKqfP4nQ02i,Ezevakk,Tmrrezcj,COMMUNITY_LEADER,0712010100,e.tmrrezcj,e.tmrrezcj@gmail.com,test
HEALTH_FACILITY_5HpIBthKet9,Pcdrusc,Llozesdt,PROVINCIAL_REGISTRAR,0729807364,p.llozesdt,p.llozesdt@gmail.com,test
HEALTH_FACILITY_euCpXrc7Tv6,Mitfelmo,Cexdozazs,HOSPITAL_CLERK,0927597060,m.cexdozazs,m.cexdozazs@gmail.com,test
CRVS_OFFICE_uKdXMlvnp13,Jefrvnn,Rkmosoh,HOSPITAL_CLERK,0709961101,j.rkmosoh,j.rkmosoh@gmail.com,test
HEALTH_FACILITY_2s8rRDWNXwW,Jxincy,Ramjszy,REGISTRATION_AGENT,0713393625,j.ramjszy,j.ramjszy@gmail.com,test
CRVS_OFFICE_NVYUOaJX59A,Cuzvf,Mtuzut,REGISTRATION_AGENT,0930472448,c.mtuzut,c.mtuzut@gmail.com,test
CRVS_OFFICE_tpXOmrJiGZ6,Tjxwl,Wasdillozi,REGISTRATION_AGENT,0736371449,t.wasdillozi,t.wasdillozi@gmail.com,test
CRVS_OFFICE_ZGz5x5e4s41,Uudco,Menrowagj,LOCAL_SYSTEM_ADMIN,0962648842,u.menrowagj,u.menrowagj@gmail.com,test
HEALTH_FACILITY_m22BhzSv59G,Jlsqjm,Sajoosll,NATIONAL_REGISTRAR,0936856056,j.sajoosll,j.sajoosll@gmail.com,test
CRVS_OFFICE_VecmwBLRcrb,Lbgjp,Suntosdf,NATIONAL_SYSTEM_ADMIN,0993958989,l.suntosdf,l.suntosdf@gmail.com,test
HEALTH_FACILITY_cIaJfRo6266,Pnwlg,Gantosmx,LOCAL_SYSTEM_ADMIN,0782522980,p.gantosmx,p.gantosmx@gmail.com,test
HEALTH_FACILITY_dBn94lc8xdM,Jmandb,Aquznool,REGISTRATION_AGENT,0918760403,j.aquznool,j.aquznool@gmail.com,test
CRVS_OFFICE_JwBvGYPBQjK,Lxcjq,Uastilloyw,NATIONAL_SYSTEM_ADMIN,0771820533,l.uastilloyw,l.uastilloyw@gmail.com,test
HEALTH_FACILITY_zEKlhAdWsSR,Caulotme,Crwhcu,PROVINCIAL_REGISTRAR,0995333249,c.crwhcu,c.crwhcu@gmail.com,test
CRVS_OFFICE_yJG1ojdbago,Jsziwy,Crunoe,LOCAL_REGISTRAR,0969163732,j.crunoe,j.crunoe@gmail.com,test
CRVS_OFFICE_rhjTCHhBvFk,Cywlosle,Flkresis,HOSPITAL_CLERK,0917586447,c.flkresis,c.flkresis@gmail.com,test
HEALTH_FACILITY_PbbicRBlxHb,Tarilrt,Zgmohxb,NATIONAL_SYSTEM_ADMIN,0901256472,t.zgmohxb,t.zgmohxb@gmail.com,test
CRVS_OFFICE_HRGlsYvIdcG,Pedryew,Scntnsts,NATIONAL_SYSTEM_ADMIN,0772094593,p.scntnsts,p.scntnsts@gmail.com,test
HEALTH_FACILITY_e9MBNI5NSW8,Kuxnmu,Ramoegy,NATIONAL_REGISTRAR,0796698982,k.ramoegy,k.ramoegy@gmail.com,test
HEALTH_FACILITY_0gFEu2dg1fE,Slenava,Ttrresng,LOCAL_SYSTEM_ADMIN,0953500035,s.ttrresng,s.ttrresng@gmail.com,test
CRVS_OFFICE_GJhcwafEJGs,Mavicxn,Crzznp,EMBASSY_OFFICIAL,0749172234,m.crzznp,m.crzznp@gmail.com,test
CRVS_OFFICE_8oAhHKiSMg0,Ejentbl,Torrfdbf,NATIONAL_SYSTEM_ADMIN,0951270450,e.torrfdbf,e.torrfdbf@gmail.com,test
CRVS_OFFICE_dVfjd81kkuN,Unwjk,Iruzvt,HOSPITAL_CLERK,0942878378,u.iruzvt,u.iruzvt@gmail.com,test
HEALTH_FACILITY_3JCP8sCor3W,Eletmpp,Kruzcc,NATIONAL_REGISTRAR,0746081839,e.kruzcc,e.kruzcc@gmail.com,test
CRVS_OFFICE_rqNGBlp3j6P,Maviahn,Aqumnofd,PROVINCIAL_REGISTRAR,0983887658,m.aqumnofd,m.aqumnofd@gmail.com,test
HEALTH_FACILITY_99dIPC0oCjC,Awaio,Rqmokly,LOCAL_REGISTRAR,0700258326,a.rqmokly,a.rqmokly@gmail.com,test
HEALTH_FACILITY_PP3h0PLQfuD,Ahlls,Fxoresrj,NATIONAL_REGISTRAR,0914172173,a.fxoresrj,a.fxoresrj@gmail.com,test
CRVS_OFFICE_Mg1ou2fnq18,Marilsc,Menpozaqd,HOSPITAL_CLERK,0780724795,m.menpozaqd,m.menpozaqd@gmail.com,test
HEALTH_FACILITY_v1e9rgTvYa6,Carljqta,Lameuco,HOSPITAL_CLERK,0996462484,c.lameuco,c.lameuco@gmail.com,test
HEALTH_FACILITY_1hfb7wI2D2Q,Pkhroty,Flosnsvp,LOCAL_REGISTRAR,0970681374,p.flosnsvp,p.flosnsvp@gmail.com,test
HEALTH_FACILITY_vTdLU5ieyXc,Auzgd,Srltosry,LOCAL_REGISTRAR,0963930240,a.srltosry,a.srltosry@gmail.com,test
CRVS_OFFICE_p7cFaFHzReJ,Mwuiuws,Menfopazv,HOSPITAL_CLERK,0946800050,m.menfopazv,m.menfopazv@gmail.com,test
HEALTH_FACILITY_xnwOCpw5PF6,Juseud,Tokbysug,PERFORMANCE_MANAGER,0935661634,j.tokbysug,j.tokbysug@gmail.com,test
HEALTH_FACILITY_RblQ0VWk8zj,Yarloilh,Santopby,NATIONAL_SYSTEM_ADMIN,0794040247,y.santopby,y.santopby@gmail.com,test
CRVS_OFFICE_yKic2mCF2Jc,Gnserd,Gaccvaby,LOCAL_SYSTEM_ADMIN,0700950337,g.gaccvaby,g.gaccvaby@gmail.com,test
CRVS_OFFICE_faCQizM5rAv,Mardayh,Pendozakg,LOCAL_SYSTEM_ADMIN,0742453224,m.pendozakg,m.pendozakg@gmail.com,test
HEALTH_FACILITY_fe5nt2Zmkdr,Marimtm,Reyepav,LOCAL_SYSTEM_ADMIN,0931512767,m.reyepav,m.reyepav@gmail.com,test
HEALTH_FACILITY_ZagdpcWEGAj,Zuqnpp,Aajtoswf,NATIONAL_REGISTRAR,0935666256,z.aajtoswf,z.aajtoswf@gmail.com,test
CRVS_OFFICE_dk8dAQnHeYc,Vjtueljx,Cruvlr,PERFORMANCE_MANAGER,0907642967,v.cruvlr,v.cruvlr@gmail.com,test
CRVS_OFFICE_kXkgdaI2WjU,Gvriarq,Flbrefby,NATIONAL_SYSTEM_ADMIN,0954125581,g.flbrefby,g.flbrefby@gmail.com,test
CRVS_OFFICE_TTL2o0d1Ml0,Axydt,Baqaiarj,NATIONAL_SYSTEM_ADMIN,0921788924,a.baqaiarj,a.baqaiarj@gmail.com,test
HEALTH_FACILITY_9TuGMCvTR6J,Rgsrjh,Mnndozant,NATIONAL_SYSTEM_ADMIN,0957941265,r.mnndozant,r.mnndozant@gmail.com,test
CRVS_OFFICE_k9tii3gx2Q1,Guzng,Gareiuvv,NATIONAL_REGISTRAR,0773402638,g.gareiuvv,g.gareiuvv@gmail.com,test
CRVS_OFFICE_oUGmJTNhPXs,Jjalmp,Cdstillofa,COMMUNITY_LEADER,0721953805,j.cdstillofa,j.cdstillofa@gmail.com,test
HEALTH_FACILITY_wb1jtphEY80,Cawtosmz,Gmrciars,EMBASSY_OFFICIAL,0914724106,c.gmrciars,c.gmrciars@gmail.com,test
HEALTH_FACILITY_f7McFhzRh1l,Pedrfdw,Cqstiqloqq,HOSPITAL_CLERK,0935491339,p.cqstiqloqq,p.cqstiqloqq@gmail.com,test
HEALTH_FACILITY_bgaRGEctFKi,Maqiamn,Rajosio,NATIONAL_REGISTRAR,0980903002,m.rajosio,m.rajosio@gmail.com,test
HEALTH_FACILITY_nVf8Q9IScqM,Rosadp,Scyedkd,COMMUNITY_LEADER,0943841060,r.scyedkd,r.scyedkd@gmail.com,test
HEALTH_FACILITY_0DyKCcLYjTd,Sedroxr,Yyuzfo,HOSPITAL_CLERK,0701186033,s.yyuzfo,s.yyuzfo@gmail.com,test
HEALTH_FACILITY_SajNrhZL2vK,Rnvtq,Cfheillonv,LOCAL_SYSTEM_ADMIN,0748925253,r.cfheillonv,r.cfheillonv@gmail.com,test
CRVS_OFFICE_hweSKF1vhhk,Podroux,Florefqw,PERFORMANCE_MANAGER,0785421590,p.florefqw,p.florefqw@gmail.com,test
HEALTH_FACILITY_GDRgXpFd6OE,Fnsaph,Castillrrk,NATIONAL_REGISTRAR,0952258943,f.castillrrk,f.castillrrk@gmail.com,test
HEALTH_FACILITY_9UDLGvI7Pjv,Lutiy,Eahtosdk,NATIONAL_SYSTEM_ADMIN,0785102152,l.eahtosdk,l.eahtosdk@gmail.com,test
HEALTH_FACILITY_fpSTmrJUO4a,Mmgueska,Syntxseq,PERFORMANCE_MANAGER,0991325504,m.syntxseq,m.syntxseq@gmail.com,test
HEALTH_FACILITY_0y3xn9f2kaO,Aarlwskm,Ralbsch,HOSPITAL_CLERK,0969673294,a.ralbsch,a.ralbsch@gmail.com,test
HEALTH_FACILITY_Zqyubv6qugb,Filnaj,Garcistc,COMMUNITY_LEADER,0784275745,f.garcistc,f.garcistc@gmail.com,test
HEALTH_FACILITY_dzV9EFnIamv,Tarexch,Eantnsvc,NATIONAL_REGISTRAR,0999834993,t.eantnsvc,t.eantnsvc@gmail.com,test
CRVS_OFFICE_dIgd3k6rfq9,Joaneo,Azuinoqf,LOCAL_REGISTRAR,0727423317,j.azuinoqf,j.azuinoqf@gmail.com,test
CRVS_OFFICE_jOzTTAqvKJm,Edenajl,Flwfeekr,REGISTRATION_AGENT,0980883071,e.flwfeekr,e.flwfeekr@gmail.com,test
HEALTH_FACILITY_bYM4r76Imwb,Elewapw,Gacciwyb,LOCAL_SYSTEM_ADMIN,0743102754,e.gacciwyb,e.gacciwyb@gmail.com,test
CRVS_OFFICE_uCZlqdaLQ1Y,Roahto,Floqeshi,NATIONAL_REGISTRAR,0942012302,r.floqeshi,r.floqeshi@gmail.com,test
HEALTH_FACILITY_l1o2NJWdKLO,Caplosjc,Rgyestt,LOCAL_REGISTRAR,0974261524,c.rgyestt,c.rgyestt@gmail.com,test
CRVS_OFFICE_lHA8vkkvSXI,Huzhb,Rryeaya,NATIONAL_SYSTEM_ADMIN,0760885484,h.rryeaya,h.rryeaya@gmail.com,test
CRVS_OFFICE_1Z3HhHMSCLu,Zarlosvf,Cattilvozs,PERFORMANCE_MANAGER,0739479941,z.cattilvozs,z.cattilvozs@gmail.com,test
HEALTH_FACILITY_jl1u2Hphg7c,Berropa,Casiklloha,COMMUNITY_LEADER,0955983893,b.casiklloha,b.casiklloha@gmail.com,test
HEALTH_FACILITY_6E9EPV4qBr7,Carlousc,Morresae,PERFORMANCE_MANAGER,0964207888,c.morresae,c.morresae@gmail.com,test
CRVS_OFFICE_dSNqVeCYAyg,Yosegu,Arginopk,LOCAL_SYSTEM_ADMIN,0779783673,y.arginopk,y.arginopk@gmail.com,test
HEALTH_FACILITY_0p3TkLExMsd,Juanfs,Fzorpsfq,COMMUNITY_LEADER,0758339842,j.fzorpsfq,j.fzorpsfq@gmail.com,test
HEALTH_FACILITY_jIfmt6pszJm,Jvkndl,Tcgrepkg,NATIONAL_SYSTEM_ADMIN,0904392031,j.tcgrepkg,j.tcgrepkg@gmail.com,test
CRVS_OFFICE_MOT2kLVQRpG,Mariqmv,Rlyuspk,LOCAL_SYSTEM_ADMIN,0757630945,m.rlyuspk,m.rlyuspk@gmail.com,test
CRVS_OFFICE_E97MeZTP3Q6,Pkbremo,Sagtoogs,EMBASSY_OFFICIAL,0995116432,p.sagtoogs,p.sagtoogs@gmail.com,test
CRVS_OFFICE_H64YAzaZaDT,Bnadu,Ggstilfoow,COMMUNITY_LEADER,0765527545,b.ggstilfoow,b.ggstilfoow@gmail.com,test
